,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,750,26,100,0,750,126,850,26,1.0,0.20634920634920634,0.7936507936507936,0.8823529411764706,0.9375,0.8858447488584474,0.11415525114155256,0.6031746031746031
