,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,50.8,0.0,3.7333333333333334,4.066666666666666,54.86666666666667,3.7333333333333334,54.53333333333333,4.066666666666666,0.8,0.0,0.06666666666666667,0.7888888888888889,0.7939393939393941,0.7987872369863136,0.20121276301368637,0.4
