,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,54.86666666666667,0.0,3.7333333333333334,0.0,54.86666666666667,3.7333333333333334,58.6,0.0,1.0,0.0,0.06666666666666667,0.9888888888888888,0.993939393939394,1.0001477812040007,-0.0001477812040007039,0.5
