,Rule,Percent Count
0,"((Pulse < 400.000) U[0,1] (n_evts = 5.000))",0.5
1,"G[0,1]((Mort > 0.400 | LOS = 122.000))",0.5
2,"((LOS = 122.000) U[1,1] (LOS > 48.800))",0.5
3,"((LOS = 122.000) U[0,0] (y > 1.000))",0.5
4,"((Pulse < 400.000) U[1,1] (y > 1.000))",1.0
5,"((LOS = 122.000) U[1,1] (Mort > 1.000))",0.5
6,"((Pulse < 400.000) U[1,1] (Mort > 1.000))",1.0
