,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,45.06666666666667,0.0,3.7333333333333334,9.8,54.86666666666667,3.7333333333333334,48.8,9.8,0.6,0.0,0.06666666666666667,0.5888888888888889,0.593939393939394,0.5907314298681448,0.4092685701318553,0.3
