,Rule,Percent Count
0,"((dfa < 5.000) U[1,1] (AF = 0.400))",0.5
1,"((dfa < 1.400) U[1,1] (death = 1.000))",0.5
2,"((dfa < 5.000) U[1,1] (n_evts > 5.000))",0.5
