,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,98.14423076923077,0.0,12.326923076923077,0.0,98.14423076923077,12.326923076923077,110.47115384615384,0.0,1.0,0.0,0.3269230769230769,0.9524632271507587,0.9741661673612972,0.9581830062794457,0.041816993720554176,0.5
