,Epsilon,Total Client Rules,Found Rules,Non Rules,Precision,Coverage,Queries
0,0.01,0.0,0.5773502691896258,0.0,0.0,0.0006560798513518477,1.1547005383792517
1,0.1,0.0,1.5275252316519465,0.0,0.0,0.0017358241268772123,0.0
2,1.0,0.0,0.5773502691896258,0.0,0.0,0.0006560798513518477,1.1547005383792517
3,10.0,0.0,0.5773502691896257,0.0,0.0,0.0006560798513518477,0.0
4,100.0,0.0,2.081665999466133,0.0,0.0,0.002365529544847879,1.1547005383792517
5,1000.0,0.0,2.081665999466133,0.0,0.0,0.002365529544847879,0.0
6,10000.0,0.0,8.504900548115383,0.0,0.0,0.009664659713767494,0.0
