,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,0.0,3.7333333333333334,0.0,54.86666666666667,54.86666666666667,3.7333333333333334,0.0,58.6,0.0,0.06666666666666667,0.0,0.0,0.0,0.011127670144063588,0.9888723298559364,0.03333333333333333
