,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,49.46666666666667,0.0,3.7333333333333334,5.4,54.86666666666667,3.7333333333333334,53.2,5.4,0.7333333333333333,0.0,0.06666666666666667,0.7222222222222221,0.7272727272727273,0.733481114537334,0.266518885462666,0.36666666666666664
