,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy
0,39.666666666666664,0.0,3.7333333333333334,15.2,54.86666666666667,3.7333333333333334,43.4,15.2,0.3333333333333333,0.0,0.06666666666666667,0.32222222222222224,0.32727272727272727,0.32406476320147803,0.6759352367985219,0.16666666666666666
