Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((edrk <= 33.301) U[0,1] (LOS >= 0.614))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,14,0,0,27,14,27,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](death >= 0.088 | LOS >= 1.319)
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,14,0,0,27,14,27,14,1.0,1.0,0.0,1.0,1.0,0.0
"((LOS >= 1.786) U[1,2] (s2_edrk <= 0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,13,0,1,28,13,27,14,0.9642857142857143,1.0,0.0,1.0,0.975609756097561,0.024390243902439046
"((lds >= 1.038) U[1,1] (TROPONIN_I >= 0.031))
",0.368,0.580,0.468,0.000,1.000,25,14,0,2,27,14,25,16,0.9259259259259259,1.0,0.0,1.0,0.9512195121951219,0.04878048780487809
"((Glasgow_Coma_Scale_Total <= 14.946) U[0,1] (ICU_Pt_Days >= 0.282))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"((af <= 0.250) U[1,1] (n_evts >= 0.117))
",-2536620582450511.500,0.250,0.883,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"((AF <= 0.249) U[1,1] (LOS >= 1.300))
",-1.073,0.249,4.557,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"((ICU_Pt_Days <= 2.199) U[0,1] (TROPONIN_I >= 0.024))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,14,0,3,27,14,24,17,0.8888888888888888,1.0,0.0,1.0,0.926829268292683,0.07317073170731703
"F[0,0](edrk >= 17.768 -> MET >= 0.028)
",0.647,-0.486,-5.882,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((dfa >= 0.569) U[0,0] (TROPONIN_I >= 0.028))
",-0.261,0.062,0.091,0.000,1.000,24,14,0,3,27,14,24,17,0.8888888888888888,1.0,0.0,1.0,0.926829268292683,0.07317073170731703
