Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((O2_Flow <= 4.631) U[0,0] (Pulse >= 62.331))
",-1.306,2.631,26.235,0.000,1.000,33,13,1,0,33,14,34,13,1.0,0.9285714285714286,0.07142857142857142,0.9705882352941176,0.9787234042553191,0.021276595744680882
"((n_evts >= 0.145) U[1,2] (Resp >= 17.425))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,12,0,2,35,12,33,14,0.9428571428571428,1.0,0.0,1.0,0.9574468085106383,0.04255319148936165
"((hr >= 62.272) U[1,1] (LOS >= 2.306))
",-1.608,4.585,37.209,0.000,1.000,33,12,2,0,33,14,35,12,1.0,0.8571428571428571,0.14285714285714285,0.9428571428571428,0.9574468085106383,0.04255319148936165
"((SpO2 >= 90.696) U[0,1] (y >= 0.181))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((SBP >= 62.407) U[1,1] (tte <= -0.077))
",2.061,91.906,37.354,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((Glasgow_Coma_Scale_Total <= 14.970) U[0,0] (ICU_Pt_Days >= 0.394))
",-1.235,-0.030,2.424,0.000,1.000,33,11,3,0,33,14,36,11,1.0,0.7857142857142857,0.21428571428571427,0.9166666666666666,0.9361702127659575,0.06382978723404253
"((n_evts >= 0.195) U[1,2] (tte >= -1.746))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,11,1,2,35,12,34,13,0.9428571428571428,0.9166666666666666,0.08333333333333333,0.9705882352941176,0.9361702127659575,0.06382978723404253
"((Resp <= 19.689) U[1,2] (s2_edrk >= -0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342
"((ICU_Pt_Days >= 0.273) U[1,2] (O2_Flow <= 5.740))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,3,1,34,13,36,11,0.9705882352941176,0.7692307692307693,0.23076923076923078,0.9166666666666666,0.9148936170212766,0.08510638297872342
"((direct <= 0.671) U[0,1] (tte <= -0.158))
",0.000,-9999999.000,-9999999.000,0.000,1.000,33,10,4,0,33,14,37,10,1.0,0.7142857142857143,0.2857142857142857,0.8918918918918919,0.9148936170212766,0.08510638297872342
