Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((af <= 0.069) U[0,1] (LOS >= 0.032))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,14,0,0,208,14,208,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](AF <= 0.997 & s24_hr <= 0.000)
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,13,1,0,208,14,209,13,1.0,0.9285714285714286,0.07142857142857142,0.9952153110047847,0.9954954954954955,0.0045045045045044585
"F[0,1](Pulse < 74.661 -> y = 0.222)
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,13,1,0,208,14,209,13,1.0,0.9285714285714286,0.07142857142857142,0.9952153110047847,0.9954954954954955,0.0045045045045044585
"((Pulse <= 97.737) U[0,1] (tte <= -0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,12,2,0,208,14,210,12,1.0,0.8571428571428571,0.14285714285714285,0.9904761904761905,0.990990990990991,0.009009009009009028
"((ICU_Pt_Days <= 4.342) U[0,1] (tte <= -0.019))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,12,2,0,208,14,210,12,1.0,0.8571428571428571,0.14285714285714285,0.9904761904761905,0.990990990990991,0.009009009009009028
"((LOS <= 9.439) U[0,1] (y >= 0.035))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,11,3,0,208,14,211,11,1.0,0.7857142857142857,0.21428571428571427,0.985781990521327,0.9864864864864865,0.013513513513513487
"F[0,1](hr <= 95.634 -> O2_Flow >= 2.002)
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,11,3,0,208,14,211,11,1.0,0.7857142857142857,0.21428571428571427,0.985781990521327,0.9864864864864865,0.013513513513513487
"((direct <= 0.428) U[0,1] (y >= 0.018))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,11,3,0,208,14,211,11,1.0,0.7857142857142857,0.21428571428571427,0.985781990521327,0.9864864864864865,0.013513513513513487
"((n_evts >= 0.045) U[1,2] (tte >= -3.338))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,11,1,2,210,12,209,13,0.9904761904761905,0.9166666666666666,0.08333333333333333,0.9952153110047847,0.9864864864864865,0.013513513513513487
"((lds <= 1.916) U[0,0] (tte <= -0.015))
",-0.736,0.219,1.234,0.000,1.000,208,11,3,0,208,14,211,11,1.0,0.7857142857142857,0.21428571428571427,0.985781990521327,0.9864864864864865,0.013513513513513487
"((LOS >= 0.209) U[1,2] (O2_Flow <= 4.119))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,10,1,3,211,11,209,13,0.985781990521327,0.9090909090909091,0.09090909090909091,0.9952153110047847,0.9819819819819819,0.018018018018018056
"F[0,1](n_evts >= 0.035 & Temp <= 36.797)
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,10,4,0,208,14,212,10,1.0,0.7142857142857143,0.2857142857142857,0.9811320754716981,0.9819819819819819,0.018018018018018056
"((s8_hr <= 0.001) U[0,0] (y >= 0.005))
",-1.155,0.001,0.569,0.000,1.000,208,9,5,0,208,14,213,9,1.0,0.6428571428571429,0.35714285714285715,0.9765258215962441,0.9774774774774775,0.022522522522522515
"((srr <= 0.157) U[1,1] (y >= 0.022))
",-1.470,0.047,0.717,0.000,1.000,208,9,5,0,208,14,213,9,1.0,0.6428571428571429,0.35714285714285715,0.9765258215962441,0.9774774774774775,0.022522522522522515
"F[0,1](direct <= 0.131 & n_evts >= 0.018)
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,9,5,0,208,14,213,9,1.0,0.6428571428571429,0.35714285714285715,0.9765258215962441,0.9774774774774775,0.022522522522522515
"((AF <= 0.967) U[1,2] (Mort <= 0.529))
",0.000,-9999999.000,-9999999.000,0.000,1.000,208,7,0,7,215,7,208,14,0.9674418604651163,1.0,0.0,1.0,0.9684684684684685,0.03153153153153154
