Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"G[1,1](MET <= 0.376 & n_edrk >= 0.183)
",0.802,0.376,0.077,1.000,0.000,25,8,6,0,25,14,31,8,1.0,0.5714285714285714,0.42857142857142855,0.8064516129032258,0.8461538461538461,0.15384615384615385
"G[0,1](edrk >= 17.089 & n_evts <= 0.819)
",0.000,9999999.000,9999999.000,1.000,0.000,19,14,0,6,25,14,19,20,0.76,1.0,0.0,1.0,0.8461538461538461,0.15384615384615385
"G[0,1](death <= 0.248 & s8_edrk <= 0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,23,10,4,2,25,14,27,12,0.92,0.7142857142857143,0.2857142857142857,0.8518518518518519,0.8461538461538461,0.15384615384615385
"G[1,1](AF >= 0.006 | ICU_Pt_Days <= 1.777)
",0.556,0.777,0.432,1.000,0.000,25,8,6,0,25,14,31,8,1.0,0.5714285714285714,0.42857142857142855,0.8064516129032258,0.8461538461538461,0.15384615384615385
"G[0,0](death <= 0.794 & SBP <= 161.194)
",0.866,0.794,0.366,1.000,0.000,25,6,8,0,25,14,33,6,1.0,0.42857142857142855,0.5714285714285714,0.7575757575757576,0.7948717948717948,0.20512820512820518
"G[0,1](dfa >= 0.519 & PROTIME_INR <= 1.200)
",0.000,9999999.000,9999999.000,1.000,0.000,24,7,7,1,25,14,31,8,0.96,0.5,0.5,0.7741935483870968,0.7948717948717948,0.20512820512820518
"G[0,1](direct <= 0.709 | lds <= 1.688)
",0.000,9999999.000,9999999.000,1.000,0.000,25,5,9,0,25,14,34,5,1.0,0.35714285714285715,0.6428571428571429,0.7352941176470589,0.7692307692307693,0.23076923076923073
"G[0,1](SpO2 >= 95.599 | Temp >= 36.609)
",0.000,9999999.000,9999999.000,1.000,0.000,25,4,10,0,25,14,35,4,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7435897435897436,0.2564102564102564
"G[0,1](n_evts >= 0.309 -> Resp <= 19.053)
",0.000,9999999.000,9999999.000,1.000,0.000,25,4,10,0,25,14,35,4,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7435897435897436,0.2564102564102564
"G[0,1](AF <= 0.490 -> lds <= 1.716)
",0.000,9999999.000,9999999.000,1.000,0.000,25,4,10,0,25,14,35,4,1.0,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.7435897435897436,0.2564102564102564
"G[0,1](s2_edrk >= -0.006 -> SpO2 <= 99.202)
",0.000,9999999.000,9999999.000,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[1,1](MET >= 0.028 | s24_hr >= -0.000)
",-0.408,0.000,0.139,1.000,0.000,18,10,4,7,25,14,22,17,0.72,0.7142857142857143,0.2857142857142857,0.8181818181818182,0.717948717948718,0.28205128205128205
"G[1,1](AF <= 0.492 -> dfa >= 0.605)
",-0.408,-0.492,-0.430,1.000,0.000,24,4,10,1,25,14,34,5,0.96,0.2857142857142857,0.7142857142857143,0.7058823529411765,0.717948717948718,0.28205128205128205
"G[0,1](lds >= 1.006 -> SpO2 <= 99.955)
",0.000,9999999.000,9999999.000,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[0,1](n_evts <= 0.986 | tte >= -1.766)
",0.000,9999999.000,9999999.000,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[0,1](dfa >= 0.691 | s24_edrk <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[0,0](Glasgow_Coma_Scale_Total <= 14.972 | Pulse <= 88.031)
",0.284,8.447,4.131,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[0,1](s8_edrk <= 0.002 -> Temp >= 35.634)
",0.000,9999999.000,9999999.000,1.000,0.000,25,3,11,0,25,14,36,3,1.0,0.21428571428571427,0.7857142857142857,0.6944444444444444,0.717948717948718,0.28205128205128205
"G[1,1](dfa >= 0.603 & s2_edrk <= 0.001)
",0.291,-0.010,-0.041,1.000,0.000,20,7,7,5,25,14,27,12,0.8,0.5,0.5,0.7407407407407407,0.6923076923076923,0.3076923076923077
"G[0,0](SpO2 >= 94.956 | tte <= -0.243)
",0.084,2.294,2.089,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,1](AF >= 0.012 -> O2_Flow <= 5.806)
",0.000,9999999.000,9999999.000,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,0](s24_edrk <= 0.003 & tte >= -2.886)
",0.402,0.002,-0.139,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,1](s24_hr <= 0.000 -> srr <= 0.132)
",0.000,9999999.000,9999999.000,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,1](LOS >= 3.059 -> s8_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,0](O2_Flow >= 2.069 -> y >= 0.181)
",1.299,0.069,-1.025,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[1,1](af <= 0.266 -> SpO2 >= 90.827)
",-0.236,-6.507,-5.745,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[1,1](edrk >= 13.237 -> tte >= -3.152)
",0.091,-5.671,-6.510,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,1](MET >= 0.048 | s24_edrk <= 0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,23,4,10,2,25,14,33,6,0.92,0.2857142857142857,0.7142857142857143,0.696969696969697,0.6923076923076923,0.3076923076923077
"G[0,1](af >= 0.001 -> y <= 0.870)
",0.000,9999999.000,9999999.000,1.000,0.000,25,2,12,0,25,14,37,2,1.0,0.14285714285714285,0.8571428571428571,0.6756756756756757,0.6923076923076923,0.3076923076923077
"G[0,1](direct >= 0.058 | O2_Flow <= 6.305)
",0.000,9999999.000,9999999.000,1.000,0.000,25,1,13,0,25,14,38,1,1.0,0.07142857142857142,0.9285714285714286,0.6578947368421053,0.6666666666666666,0.33333333333333337
"G[0,1](Pulse <= 108.739 & srr <= 0.084)
",0.000,9999999.000,9999999.000,1.000,0.000,19,7,7,6,25,14,26,13,0.76,0.5,0.5,0.7307692307692307,0.6666666666666666,0.33333333333333337
"G[1,1](death >= 0.038 -> s24_hr >= -0.002)
",0.631,-0.002,-0.277,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](AF >= 0.021 -> s8_edrk >= -0.001)
",-0.429,-0.002,0.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](edrk >= 14.485 | TOTAL_BILIRUBIN >= 0.700)
",-0.070,4.177,4.859,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](lds >= 1.031 | s24_edrk >= -0.008)
",-1.258,0.048,0.570,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](MET <= 0.648 | s8_edrk >= -0.001)
",0.408,0.648,0.556,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,1](ICU_Pt_Days <= 4.663 | s8_hr >= -0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](cosen >= -2.231 & SBP >= 78.656)
",0.348,0.060,-2.053,1.000,0.000,18,7,7,7,25,14,25,14,0.72,0.5,0.5,0.72,0.6410256410256411,0.3589743589743589
"G[0,0](SpO2 >= 86.181 | y <= 0.684)
",0.438,11.069,8.943,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](Glasgow_Coma_Scale_Total >= 14.101 | Temp <= 37.103)
",-0.408,0.899,0.983,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](af >= 0.001 -> tte <= -0.227)
",0.679,0.001,-0.807,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](edrk <= 21.953 | hr >= 73.936)
",-1.043,6.184,25.100,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](Glasgow_Coma_Scale_Total >= 14.457 -> s24_edrk >= -0.008)
",-0.408,-0.543,-0.467,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,1](lds >= 0.911 | MET <= 0.158)
",0.000,9999999.000,9999999.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](hr <= 107.169 -> s24_edrk <= 0.004)
",-1.320,-30.248,-11.772,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,1](direct >= 0.162 | s2_edrk <= 0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,23,2,12,2,25,14,35,4,0.92,0.14285714285714285,0.8571428571428571,0.6571428571428571,0.6410256410256411,0.3589743589743589
"G[0,1](death >= 0.057 | edrk <= 32.832)
",0.000,9999999.000,9999999.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](Temp >= 36.328 -> TOTAL_BILIRUBIN >= 0.700)
",0.317,-0.361,-0.535,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,1](ICU_Pt_Days >= 1.373 | s8_edrk >= -0.006)
",0.000,9999999.000,9999999.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[1,1](HEMOGLOBIN > 10.200 -> y = 0.551)
",0.000,0.000,0.000,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,0](dfa <= 0.927 & OXYGEN_SATURATION >= 94.700)
",0.408,0.000,-0.024,1.000,0.000,24,1,13,1,25,14,37,2,0.96,0.07142857142857142,0.9285714285714286,0.6486486486486487,0.6410256410256411,0.3589743589743589
"G[0,0](Glasgow_Coma_Scale_Total <= 14.931 | HEMOGLOBIN <= 10.200)
",-0.632,0.000,0.266,1.000,0.000,25,0,14,0,25,14,39,0,1.0,0.0,1.0,0.6410256410256411,0.6410256410256411,0.3589743589743589
"G[0,1](hr >= 71.505 & Pulse >= 80.745)
",0.000,9999999.000,9999999.000,1.000,0.000,15,9,5,10,25,14,20,19,0.6,0.6428571428571429,0.35714285714285715,0.75,0.6153846153846154,0.3846153846153846
"G[0,1](edrk <= 23.037 -> s2_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,22,2,12,3,25,14,34,5,0.88,0.14285714285714285,0.8571428571428571,0.6470588235294118,0.6153846153846154,0.3846153846153846
"G[0,1](s8_hr <= 0.001 -> Temp >= 36.627)
",0.000,9999999.000,9999999.000,1.000,0.000,17,6,8,8,25,14,25,14,0.68,0.42857142857142855,0.5714285714285714,0.68,0.5897435897435898,0.41025641025641024
"G[0,1](Mort >= 0.093 | s24_hr >= -0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,22,0,14,3,25,14,36,3,0.88,0.0,1.0,0.6111111111111112,0.5641025641025641,0.4358974358974359
"G[0,1](hr >= 72.861 & Pulse >= 76.984)
",0.000,9999999.000,9999999.000,1.000,0.000,16,3,11,9,25,14,27,12,0.64,0.21428571428571427,0.7857142857142857,0.5925925925925926,0.48717948717948717,0.5128205128205128
"G[1,1](s2_edrk >= -0.000 -> s2_hr <= 0.000)
",0.208,-0.001,-0.002,1.000,0.000,16,2,12,9,25,14,28,11,0.64,0.14285714285714285,0.8571428571428571,0.5714285714285714,0.46153846153846156,0.5384615384615384
"G[0,1](lds > 0.574 -> y = 0.264)
",0.000,9999999.000,9999999.000,1.000,0.000,2,14,0,23,25,14,2,37,0.08,1.0,0.0,1.0,0.41025641025641024,0.5897435897435898
"G[0,1](ICU_Pt_Days >= 0.710 -> lds >= 0.620)
",0.000,9999999.000,9999999.000,1.000,0.000,14,2,12,11,25,14,26,13,0.56,0.14285714285714285,0.8571428571428571,0.5384615384615384,0.41025641025641024,0.5897435897435898
"G[0,1](Resp <= 19.935 & SpO2 <= 97.385)
",0.000,9999999.000,9999999.000,1.000,0.000,9,6,8,16,25,14,17,22,0.36,0.42857142857142855,0.5714285714285714,0.5294117647058824,0.38461538461538464,0.6153846153846154
"G[0,1](death >= 0.058 & Mort <= 0.525)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,0](n_evts <= 0.668 & O2_Flow >= 2.312)
",364279485702637.000,-0.312,-0.332,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[1,2](Glasgow_Coma_Scale_Total <= 14.965 & Mort <= 0.505)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,2](Resp < 21.010 & y = 0.242)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[1,2](CREATININE >= 1.100 & y = 0.320)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[1,2](CALCIUM >= 8.900 & y = 0.203)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[1,1](LOS < 6.151 & y = 0.828)
",0.696,-0.828,-2.507,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[1,1](af > 0.007 & y = 0.659)
",-1.581,-0.659,-0.432,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,2](death >= 0.061 & tte >= -0.506)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,0](ALT_GPT > 22.000 & y = 0.781)
",-1.581,-0.781,-0.379,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,2](n_evts >= 0.214 & y = 0.898)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,2](MET >= 0.049 & Temp >= 36.519)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,2](SODIUM > 137.000 & y = 0.829)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
"G[0,1](af >= 0.010 & Glasgow_Coma_Scale_Total >= 14.379)
",0.000,9999999.000,9999999.000,1.000,0.000,0,14,0,25,25,14,0,39,0.0,1.0,0.0,0.0,0.358974358974359,0.641025641025641
