Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"G[0,1](Mort <= 0.376 & s2_edrk <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,15,12,2,0,15,14,17,12,1.0,0.8571428571428571,0.14285714285714285,0.8823529411764706,0.9310344827586207,0.06896551724137934
"G[0,1](SBP <= 152.612 & y <= 0.923)
",0.000,9999999.000,9999999.000,1.000,0.000,14,11,3,1,15,14,17,12,0.9333333333333333,0.7857142857142857,0.21428571428571427,0.8235294117647058,0.8620689655172413,0.13793103448275867
"G[0,1](Mort <= 0.465 & Temp <= 36.808)
",0.000,9999999.000,9999999.000,1.000,0.000,12,13,1,3,15,14,13,16,0.8,0.9285714285714286,0.07142857142857142,0.9230769230769231,0.8620689655172413,0.13793103448275867
"G[0,1](hr <= 107.006 & Resp <= 19.288)
",0.000,9999999.000,9999999.000,1.000,0.000,15,9,5,0,15,14,20,9,1.0,0.6428571428571429,0.35714285714285715,0.75,0.8275862068965517,0.1724137931034483
"G[0,0](Pulse <= 96.400 -> Resp <= 17.712)
",-0.386,-21.114,-16.016,1.000,0.000,14,10,4,1,15,14,18,11,0.9333333333333333,0.7142857142857143,0.2857142857142857,0.7777777777777778,0.8275862068965517,0.1724137931034483
"G[1,1](Pulse >= 75.560 -> s2_hr >= -0.000)
",0.469,-2.269,-9.949,1.000,0.000,14,10,4,1,15,14,18,11,0.9333333333333333,0.7142857142857143,0.2857142857142857,0.7777777777777778,0.8275862068965517,0.1724137931034483
"G[0,1](direct >= 0.135 | n_evts <= 0.821)
",0.000,9999999.000,9999999.000,1.000,0.000,15,9,5,0,15,14,20,9,1.0,0.6428571428571429,0.35714285714285715,0.75,0.8275862068965517,0.1724137931034483
"G[0,1](edrk >= 14.849 & WHITE_BLOOD_CELL_COUNT <= 8.400)
",0.000,9999999.000,9999999.000,1.000,0.000,15,9,5,0,15,14,20,9,1.0,0.6428571428571429,0.35714285714285715,0.75,0.8275862068965517,0.1724137931034483
"G[0,1](Mort >= 0.206 -> s8_hr >= -0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,15,8,6,0,15,14,21,8,1.0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.7931034482758621,0.2068965517241379
"G[0,1](AF <= 0.063 -> cosen <= -2.132)
",0.000,9999999.000,9999999.000,1.000,0.000,15,7,7,0,15,14,22,7,1.0,0.5,0.5,0.6818181818181818,0.7586206896551724,0.24137931034482762
"G[0,1](LOS >= 0.828 -> s24_hr <= 0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,15,7,7,0,15,14,22,7,1.0,0.5,0.5,0.6818181818181818,0.7586206896551724,0.24137931034482762
"G[0,0](s8_edrk >= -0.003 -> y <= 0.827)
",-0.866,-0.827,-0.474,1.000,0.000,15,7,7,0,15,14,22,7,1.0,0.5,0.5,0.6818181818181818,0.7586206896551724,0.24137931034482762
"G[0,1](af >= 0.016 | s8_hr <= 0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,12,8,6,3,15,14,18,11,0.8,0.5714285714285714,0.42857142857142855,0.6666666666666666,0.6896551724137931,0.31034482758620685
"G[0,0](cosen >= -2.553 -> LOS <= 7.223)
",-2.178,-7.223,-3.140,1.000,0.000,15,5,9,0,15,14,24,5,1.0,0.35714285714285715,0.6428571428571429,0.625,0.6896551724137931,0.31034482758620685
"G[1,1](af >= 0.001 | direct <= 0.647)
",0.632,0.647,0.462,1.000,0.000,15,5,9,0,15,14,24,5,1.0,0.35714285714285715,0.6428571428571429,0.625,0.6896551724137931,0.31034482758620685
"G[0,0](SBP <= 172.179 & srr <= 0.122)
",0.413,0.072,-1.504,1.000,0.000,15,4,10,0,15,14,25,4,1.0,0.2857142857142857,0.7142857142857143,0.6,0.6551724137931034,0.3448275862068966
"G[0,1](s8_edrk <= 0.001 -> Temp <= 37.030)
",0.000,9999999.000,9999999.000,1.000,0.000,13,6,8,2,15,14,21,8,0.8666666666666667,0.42857142857142855,0.5714285714285714,0.6190476190476191,0.6551724137931034,0.3448275862068966
"G[0,1](death >= 0.046 -> s8_edrk <= 0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,15,4,10,0,15,14,25,4,1.0,0.2857142857142857,0.7142857142857143,0.6,0.6551724137931034,0.3448275862068966
"G[0,1](hr <= 103.012 | s8_hr >= -0.000)
",0.000,9999999.000,9999999.000,1.000,0.000,15,4,10,0,15,14,25,4,1.0,0.2857142857142857,0.7142857142857143,0.6,0.6551724137931034,0.3448275862068966
"G[0,0](Resp >= 14.841 -> srr >= 0.046)
",1.021,-1.445,-2.873,1.000,0.000,10,8,6,5,15,14,16,13,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.625,0.6206896551724138,0.3793103448275862
"G[0,1](MET <= 0.513 -> SpO2 >= 86.622)
",0.000,9999999.000,9999999.000,1.000,0.000,15,3,11,0,15,14,26,3,1.0,0.21428571428571427,0.7857142857142857,0.5769230769230769,0.6206896551724138,0.3793103448275862
"G[1,1](Glasgow_Coma_Scale_Total >= 14.335 -> Resp <= 20.268)
",-0.367,-3.982,-2.896,1.000,0.000,15,3,11,0,15,14,26,3,1.0,0.21428571428571427,0.7857142857142857,0.5769230769230769,0.6206896551724138,0.3793103448275862
"G[0,1](Glasgow_Coma_Scale_Total <= 14.998 -> Mort <= 0.690)
",0.000,9999999.000,9999999.000,1.000,0.000,15,3,11,0,15,14,26,3,1.0,0.21428571428571427,0.7857142857142857,0.5769230769230769,0.6206896551724138,0.3793103448275862
"G[1,1](n_edrk >= 0.252 -> SpO2 <= 97.353)
",0.282,-2.925,-4.620,1.000,0.000,15,2,12,0,15,14,27,2,1.0,0.14285714285714285,0.8571428571428571,0.5555555555555556,0.5862068965517241,0.4137931034482759
"G[1,1](MET <= 0.667 | Resp >= 12.499)
",-0.432,3.787,5.239,1.000,0.000,15,2,12,0,15,14,27,2,1.0,0.14285714285714285,0.8571428571428571,0.5555555555555556,0.5862068965517241,0.4137931034482759
"G[1,1](s24_edrk <= 0.001 & srr >= 0.048)
",0.323,0.000,-0.002,1.000,0.000,12,5,9,3,15,14,21,8,0.8,0.35714285714285715,0.6428571428571429,0.5714285714285714,0.5862068965517241,0.4137931034482759
"G[0,0](Resp <= 21.685 -> s8_hr <= 0.001)
",-1.021,-5.400,-3.971,1.000,0.000,15,2,12,0,15,14,27,2,1.0,0.14285714285714285,0.8571428571428571,0.5555555555555556,0.5862068965517241,0.4137931034482759
"G[0,1](AF >= 0.029 -> srr >= 0.050)
",0.000,9999999.000,9999999.000,1.000,0.000,15,2,12,0,15,14,27,2,1.0,0.14285714285714285,0.8571428571428571,0.5555555555555556,0.5862068965517241,0.4137931034482759
