Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"G[0,1](Mort <= 0.884 & Resp <= 18.225)
",0.000,9999999.000,9999999.000,1.000,0.000,36,12,2,0,36,14,38,12,1.0,0.8571428571428571,0.14285714285714285,0.9473684210526315,0.96,0.040000000000000036
"G[0,0](O2_Flow <= 6.243 -> Pulse <= 73.995)
",-1.542,-22.273,-5.351,1.000,0.000,36,11,3,0,36,14,39,11,1.0,0.7857142857142857,0.21428571428571427,0.9230769230769231,0.94,0.06000000000000005
"G[0,1](AF <= 0.226 & TROPONIN_I >= 15.176)
",0.000,9999999.000,9999999.000,1.000,0.000,33,14,0,3,36,14,33,17,0.9166666666666666,1.0,0.0,1.0,0.94,0.06000000000000005
"G[0,1](s2_hr <= 0.001 -> y <= 0.800)
",0.000,9999999.000,9999999.000,1.000,0.000,36,10,4,0,36,14,40,10,1.0,0.7142857142857143,0.2857142857142857,0.9,0.92,0.07999999999999996
"G[0,1](AF >= 0.012 | y <= 0.916)
",0.000,9999999.000,9999999.000,1.000,0.000,36,9,5,0,36,14,41,9,1.0,0.6428571428571429,0.35714285714285715,0.8780487804878049,0.9,0.09999999999999998
"G[0,1](n_edrk >= 0.572 & s8_edrk >= -0.006)
",0.000,9999999.000,9999999.000,1.000,0.000,34,11,3,2,36,14,37,13,0.9444444444444444,0.7857142857142857,0.21428571428571427,0.918918918918919,0.9,0.09999999999999998
"G[0,0](hr <= 96.188 & Resp <= 20.501)
",0.693,3.724,-3.766,1.000,0.000,36,7,7,0,36,14,43,7,1.0,0.5,0.5,0.8372093023255814,0.86,0.14
"G[1,1](tte <= -0.133 -> y <= 0.206)
",0.745,-0.206,-1.354,1.000,0.000,36,7,7,0,36,14,43,7,1.0,0.5,0.5,0.8372093023255814,0.86,0.14
"G[0,1](death >= 0.054 -> y = 0.299)
",0.000,9999999.000,9999999.000,1.000,0.000,36,6,8,0,36,14,44,6,1.0,0.42857142857142855,0.5714285714285714,0.8181818181818182,0.84,0.16000000000000003
"G[0,1](Resp <= 20.633 & s8_edrk >= -0.003)
",0.000,9999999.000,9999999.000,1.000,0.000,36,6,8,0,36,14,44,6,1.0,0.42857142857142855,0.5714285714285714,0.8181818181818182,0.84,0.16000000000000003
"G[0,1](dfa <= 1.230 -> s8_edrk <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,36,5,9,0,36,14,45,5,1.0,0.35714285714285715,0.6428571428571429,0.8,0.82,0.18000000000000005
"G[0,0](cosen >= -2.045 | y <= 0.260)
",0.398,0.358,0.171,1.000,0.000,36,5,9,0,36,14,45,5,1.0,0.35714285714285715,0.6428571428571429,0.8,0.82,0.18000000000000005
"G[0,0](lds >= 0.436 -> LOS <= 9.951)
",-1.073,-7.951,-4.847,1.000,0.000,36,5,9,0,36,14,45,5,1.0,0.35714285714285715,0.6428571428571429,0.8,0.82,0.18000000000000005
"G[0,0](hr <= 94.893 | MET >= 0.037)
",1.742,42.325,10.548,1.000,0.000,36,5,9,0,36,14,45,5,1.0,0.35714285714285715,0.6428571428571429,0.8,0.82,0.18000000000000005
"G[0,1](dfa <= 1.088 & n_edrk >= 0.787)
",0.000,9999999.000,9999999.000,1.000,0.000,27,13,1,9,36,14,28,22,0.75,0.9285714285714286,0.07142857142857142,0.9642857142857143,0.8,0.19999999999999996
"G[0,1](s2_edrk <= 0.004 & SBP >= 93.467)
",0.000,9999999.000,9999999.000,1.000,0.000,36,4,10,0,36,14,46,4,1.0,0.2857142857142857,0.7142857142857143,0.782608695652174,0.8,0.19999999999999996
"G[0,1](MET >= 0.003 | s8_edrk <= 0.002)
",0.000,9999999.000,9999999.000,1.000,0.000,36,4,10,0,36,14,46,4,1.0,0.2857142857142857,0.7142857142857143,0.782608695652174,0.8,0.19999999999999996
"G[1,1](af <= 0.217 & Glasgow_Coma_Scale_Total >= 14.446)
",0.624,0.217,0.051,1.000,0.000,36,4,10,0,36,14,46,4,1.0,0.2857142857142857,0.7142857142857143,0.782608695652174,0.8,0.19999999999999996
"G[0,1](MET <= 0.758 -> Resp <= 20.113)
",0.000,9999999.000,9999999.000,1.000,0.000,36,4,10,0,36,14,46,4,1.0,0.2857142857142857,0.7142857142857143,0.782608695652174,0.8,0.19999999999999996
"G[1,1](hr <= 99.716 | y <= 0.877)
",3.102,47.697,9.157,1.000,0.000,36,4,10,0,36,14,46,4,1.0,0.2857142857142857,0.7142857142857143,0.782608695652174,0.8,0.19999999999999996
"G[0,1](SBP <= 170.182 -> tte >= -3.727)
",0.000,9999999.000,9999999.000,1.000,0.000,36,3,11,0,36,14,47,3,1.0,0.21428571428571427,0.7857142857142857,0.7659574468085106,0.78,0.21999999999999997
"G[0,1](cosen >= -2.032 | SpO2 >= 86.936)
",0.000,9999999.000,9999999.000,1.000,0.000,36,3,11,0,36,14,47,3,1.0,0.21428571428571427,0.7857142857142857,0.7659574468085106,0.78,0.21999999999999997
"G[0,1](dfa >= 0.805 | MET <= 0.513)
",0.000,9999999.000,9999999.000,1.000,0.000,36,3,11,0,36,14,47,3,1.0,0.21428571428571427,0.7857142857142857,0.7659574468085106,0.78,0.21999999999999997
"G[0,1](dfa >= 0.503 | Resp >= 13.776)
",0.000,9999999.000,9999999.000,1.000,0.000,36,3,11,0,36,14,47,3,1.0,0.21428571428571427,0.7857142857142857,0.7659574468085106,0.78,0.21999999999999997
"G[1,1](hr >= 56.401 -> Pulse <= 102.976)
",-0.690,-51.254,-39.107,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](MET <= 0.562 -> SBP <= 166.547)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[1,1](AF <= 0.415 -> Resp >= 14.094)
",0.435,-2.683,-3.978,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,0](s24_hr >= -0.002 -> s2_hr <= 0.001)
",0.262,-0.002,-0.003,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](s8_edrk >= -0.002 | SBP >= 96.139)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](Mort >= 0.002 -> s24_edrk <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[1,1](O2_Flow <= 2.902 | s24_edrk <= 0.001)
",0.632,0.902,0.645,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](af <= 0.027 | O2_Flow >= 2.189)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](edrk >= 11.788 | Resp <= 17.920)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[0,1](s24_edrk <= 0.002 -> SpO2 >= 85.815)
",0.000,9999999.000,9999999.000,1.000,0.000,36,2,12,0,36,14,48,2,1.0,0.14285714285714285,0.8571428571428571,0.75,0.76,0.24
"G[1,1](s8_edrk >= -0.003 | SpO2 <= 97.708)
",-0.636,0.617,3.649,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[0,1](hr >= 49.175 | TROPONIN_I >= 13.314)
",0.000,9999999.000,9999999.000,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](death >= 0.056 | Resp >= 12.674)
",-0.363,4.103,5.271,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](AF >= 0.006 -> s2_edrk <= 3.0128692592746833e-05)
",1.135,-2.000,-5.856,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](n_edrk >= 0.753 -> s2_edrk <= 0.004)
",-1.845,-0.222,-0.025,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[0,0](s24_hr <= -0.000 | s8_hr >= -0.002)
",-0.054,0.002,0.002,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[0,0](s2_hr <= 0.001 -> s8_edrk >= -0.008)
",-0.484,-0.008,-0.006,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](n_evts <= 0.350 -> Resp <= 20.326)
",-0.228,-3.548,-2.758,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](direct <= 0.165 | s2_edrk >= -0.002)
",0.866,0.165,0.095,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](AF >= 0.004 -> dfa <= 0.992)
",1.037,-0.111,-0.377,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[0,1](direct >= 0.106 | s8_edrk >= -0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,32,4,10,4,36,14,42,8,0.8888888888888888,0.2857142857142857,0.7142857142857143,0.7619047619047619,0.72,0.28
"G[0,1](edrk >= 17.216 -> s8_hr <= 0.001)
",0.000,9999999.000,9999999.000,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[1,1](death >= 0.058 | s2_edrk >= -0.007)
",-0.868,0.006,0.408,1.000,0.000,36,0,14,0,36,14,50,0,1.0,0.0,1.0,0.72,0.72,0.28
"G[0,1](LOS >= 3.195 | srr <= 0.217)
",0.000,9999999.000,9999999.000,1.000,0.000,35,0,14,1,36,14,49,1,0.9722222222222222,0.0,1.0,0.7142857142857143,0.7,0.30000000000000004
