Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((edrk <= 22.756) U[0,1] (n_evts >= 0.014))
",0.000,-9999999.000,-9999999.000,0.000,1.000,122,14,0,0,122,14,122,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,0](cosen >= -2.383 & LOS >= 0.580)
",-1.935,-0.580,0.137,0.000,1.000,122,13,1,0,122,14,123,13,1.0,0.9285714285714286,0.07142857142857142,0.991869918699187,0.9926470588235294,0.007352941176470562
"((Glasgow_Coma_Scale_Total <= 14.987) U[0,0] (n_evts >= 0.049))
",-2.448,-0.013,0.819,0.000,1.000,122,13,1,0,122,14,123,13,1.0,0.9285714285714286,0.07142857142857142,0.991869918699187,0.9926470588235294,0.007352941176470562
"((n_edrk <= 0.934) U[0,1] (tte <= -0.077))
",0.000,-9999999.000,-9999999.000,0.000,1.000,122,12,2,0,122,14,124,12,1.0,0.8571428571428571,0.14285714285714285,0.9838709677419355,0.9852941176470589,0.014705882352941124
"F[0,1](hr >= 79.249 & tte <= -0.072)
",0.000,-9999999.000,-9999999.000,0.000,1.000,122,12,2,0,122,14,124,12,1.0,0.8571428571428571,0.14285714285714285,0.9838709677419355,0.9852941176470589,0.014705882352941124
"F[0,0](death >= 0.012 | y >= 0.049)
",-2.446,-0.012,0.829,0.000,1.000,122,11,3,0,122,14,125,11,1.0,0.7857142857142857,0.21428571428571427,0.976,0.9779411764705882,0.022058823529411797
"((ICU_Pt_Days >= 0.262) U[1,2] (lds <= 1.969))
",0.000,-9999999.000,-9999999.000,0.000,1.000,122,9,3,2,124,12,125,11,0.9838709677419355,0.75,0.25,0.976,0.9632352941176471,0.03676470588235292
"((MET >= 0.000) U[0,1] (Mort >= 0.026))
",0.000,-9999999.000,-9999999.000,0.000,1.000,122,9,5,0,122,14,127,9,1.0,0.6428571428571429,0.35714285714285715,0.9606299212598425,0.9632352941176471,0.03676470588235292
"((dfa <= 0.704) U[0,1] (n_edrk <= 0.937))
",0.000,-9999999.000,-9999999.000,0.000,1.000,116,14,0,6,122,14,116,20,0.9508196721311475,1.0,0.0,1.0,0.9558823529411765,0.044117647058823484
"F[0,1](AF <= 0.327 & n_edrk <= 0.948)
",0.000,-9999999.000,-9999999.000,0.000,1.000,116,13,1,6,122,14,117,19,0.9508196721311475,0.9285714285714286,0.07142857142857142,0.9914529914529915,0.9485294117647058,0.05147058823529416
