Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"((n_edrk >= 0.534) U[0,0] (n_evts >= 0.020))
",-5.294,0.432,0.980,0.000,1.000,65,14,0,0,65,14,65,14,1.0,1.0,0.0,1.0,1.0,0.0
"((LOS >= 1.482) U[0,0] (n_evts >= 0.006))
",-1.549,-0.006,4.300,0.000,1.000,65,14,0,0,65,14,65,14,1.0,1.0,0.0,1.0,1.0,0.0
"((ICU_Pt_Days <= 4.257) U[0,1] (n_evts >= 0.042))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,14,0,0,65,14,65,14,1.0,1.0,0.0,1.0,1.0,0.0
"((n_evts >= 0.019) U[1,2] (Pulse <= 112.488))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,12,0,2,67,12,65,14,0.9701492537313433,1.0,0.0,1.0,0.9746835443037974,0.025316455696202556
"((af <= 0.185) U[1,1] (LOS >= 1.362))
",-1.455,0.185,4.352,0.000,1.000,65,12,2,0,65,14,67,12,1.0,0.8571428571428571,0.14285714285714285,0.9701492537313433,0.9746835443037974,0.025316455696202556
"((LOS >= 1.069) U[1,2] (tte >= -1.709))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,12,0,2,67,12,65,14,0.9701492537313433,1.0,0.0,1.0,0.9746835443037974,0.025316455696202556
"F[0,0](Temp <= 37.297 -> tte <= -0.047)
",0.552,-0.413,-1.188,0.000,1.000,65,11,3,0,65,14,68,11,1.0,0.7857142857142857,0.21428571428571427,0.9558823529411765,0.9620253164556962,0.03797468354430378
"F[1,1](TROPONIN_I > 0.272 -> y = 0.797)
",-5.331,-0.485,0.207,0.000,1.000,62,14,0,3,65,14,62,17,0.9538461538461539,1.0,0.0,1.0,0.9620253164556962,0.03797468354430378
"F[0,0](n_edrk >= 0.165 -> tte <= -0.137)
",0.154,-0.797,-0.995,0.000,1.000,64,11,3,1,65,14,67,12,0.9846153846153847,0.7857142857142857,0.21428571428571427,0.9552238805970149,0.9493670886075949,0.05063291139240511
"F[0,1](O2_Flow <= 6.942 -> TROPONIN_I <= 0.632)
",0.000,-9999999.000,-9999999.000,0.000,1.000,61,14,0,4,65,14,61,18,0.9384615384615385,1.0,0.0,1.0,0.9493670886075949,0.05063291139240511
"F[1,1](death <= 0.964 & LOS >= 1.741)
",-3.142,-0.741,0.679,0.000,1.000,65,10,4,0,65,14,69,10,1.0,0.7142857142857143,0.2857142857142857,0.9420289855072463,0.9493670886075949,0.05063291139240511
"((Mort <= 0.587) U[0,0] (TROPONIN_I <= 0.668))
",-3.873,0.588,0.608,0.000,1.000,61,14,0,4,65,14,61,18,0.9384615384615385,1.0,0.0,1.0,0.9493670886075949,0.05063291139240511
"F[0,1](TROPONIN_I >= 0.473 -> y >= 0.050)
",0.000,-9999999.000,-9999999.000,0.000,1.000,61,14,0,4,65,14,61,18,0.9384615384615385,1.0,0.0,1.0,0.9493670886075949,0.05063291139240511
"F[0,1](MET >= 0.003 | TROPONIN_I <= 0.737)
",0.000,-9999999.000,-9999999.000,0.000,1.000,61,14,0,4,65,14,61,18,0.9384615384615385,1.0,0.0,1.0,0.9493670886075949,0.05063291139240511
"F[0,0](s2_edrk <= 0.004 -> y >= 0.059)
",1.149,-0.004,-0.538,0.000,1.000,65,9,5,0,65,14,70,9,1.0,0.6428571428571429,0.35714285714285715,0.9285714285714286,0.9367088607594937,0.06329113924050633
"F[0,0](n_evts >= 0.143 & y >= 0.099)
",-1.247,-0.143,0.447,0.000,1.000,65,9,5,0,65,14,70,9,1.0,0.6428571428571429,0.35714285714285715,0.9285714285714286,0.9367088607594937,0.06329113924050633
"F[0,1](s2_hr <= 0.003 -> tte <= -0.114)
",0.000,-9999999.000,-9999999.000,0.000,1.000,64,9,5,1,65,14,69,10,0.9846153846153847,0.6428571428571429,0.35714285714285715,0.927536231884058,0.9240506329113924,0.07594936708860756
"F[0,1](af <= 0.327 -> direct >= 0.035)
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,7,7,0,65,14,72,7,1.0,0.5,0.5,0.9027777777777778,0.9113924050632911,0.08860759493670889
"F[0,0](n_edrk <= 0.883 & O2_Flow >= 1.518)
",-1.146,-0.349,0.259,0.000,1.000,62,10,4,3,65,14,66,13,0.9538461538461539,0.7142857142857143,0.2857142857142857,0.9393939393939394,0.9113924050632911,0.08860759493670889
"F[0,1](SBP >= 111.929 & tte <= -0.089)
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,5,9,0,65,14,74,5,1.0,0.35714285714285715,0.6428571428571429,0.8783783783783784,0.8860759493670886,0.11392405063291144
"F[0,0](af >= 0.002 | n_edrk <= 0.886)
",-1.302,0.021,0.527,0.000,1.000,58,12,2,7,65,14,60,19,0.8923076923076924,0.8571428571428571,0.14285714285714285,0.9666666666666667,0.8860759493670886,0.11392405063291144
"F[1,1](Resp >= 16.303 & y >= 0.012)
",0.273,-0.070,-0.565,0.000,1.000,65,5,9,0,65,14,74,5,1.0,0.35714285714285715,0.6428571428571429,0.8783783783783784,0.8860759493670886,0.11392405063291144
"((cosen <= -1.642) U[1,1] (tte <= -0.163))
",-0.388,0.501,1.016,0.000,1.000,65,5,9,0,65,14,74,5,1.0,0.35714285714285715,0.6428571428571429,0.8783783783783784,0.8860759493670886,0.11392405063291144
"((n_edrk <= 0.861) U[1,1] (s2_hr <= 0.001))
",-0.814,0.004,0.289,0.000,1.000,60,10,4,5,65,14,64,15,0.9230769230769231,0.7142857142857143,0.2857142857142857,0.9375,0.8860759493670886,0.11392405063291144
"((Mort >= 0.066) U[1,2] (tte >= -2.278))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,5,7,2,67,12,72,7,0.9701492537313433,0.4166666666666667,0.5833333333333334,0.9027777777777778,0.8860759493670886,0.11392405063291144
"((dfa <= 0.716) U[1,1] (Glasgow_Coma_Scale_Total <= 14.990))
",-0.478,0.189,0.472,0.000,1.000,65,4,10,0,65,14,75,4,1.0,0.2857142857142857,0.7142857142857143,0.8666666666666667,0.8734177215189873,0.12658227848101267
"((Glasgow_Coma_Scale_Total >= 14.464) U[0,0] (n_edrk <= 0.946))
",-0.784,0.537,0.676,0.000,1.000,56,13,1,9,65,14,57,22,0.8615384615384616,0.9285714285714286,0.07142857142857142,0.9824561403508771,0.8734177215189873,0.12658227848101267
"F[0,0](af >= 0.004 | Glasgow_Coma_Scale_Total <= 14.979)
",-0.788,-0.004,0.280,0.000,1.000,65,4,10,0,65,14,75,4,1.0,0.2857142857142857,0.7142857142857143,0.8666666666666667,0.8734177215189873,0.12658227848101267
"((cosen <= -1.982) U[0,0] (death >= 0.047))
",-0.277,0.207,0.364,0.000,1.000,65,4,10,0,65,14,75,4,1.0,0.2857142857142857,0.7142857142857143,0.8666666666666667,0.8734177215189873,0.12658227848101267
"((hr <= 88.009) U[0,0] (n_edrk <= 0.963))
",0.185,4.080,2.894,0.000,1.000,56,13,1,9,65,14,57,22,0.8615384615384616,0.9285714285714286,0.07142857142857142,0.9824561403508771,0.8734177215189873,0.12658227848101267
"((af <= 0.233) U[1,1] (death >= 0.040))
",-0.632,0.233,0.441,0.000,1.000,65,4,10,0,65,14,75,4,1.0,0.2857142857142857,0.7142857142857143,0.8666666666666667,0.8734177215189873,0.12658227848101267
"F[0,1](Resp > 13.514 -> y = 0.447)
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,2,12,0,65,14,77,2,1.0,0.14285714285714285,0.8571428571428571,0.8441558441558441,0.8481012658227848,0.15189873417721522
"((direct <= 0.349) U[0,1] (n_edrk <= 0.926))
",0.000,-9999999.000,-9999999.000,0.000,1.000,53,14,0,12,65,14,53,26,0.8153846153846154,1.0,0.0,1.0,0.8481012658227848,0.15189873417721522
"((AF >= 0.009) U[1,2] (s2_edrk >= -0.007))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,2,10,2,67,12,75,4,0.9701492537313433,0.16666666666666666,0.8333333333333334,0.8666666666666667,0.8481012658227848,0.15189873417721522
"((Glasgow_Coma_Scale_Total >= 14.869) U[0,0] (MET >= 0.013))
",-0.408,0.131,0.253,0.000,1.000,65,2,12,0,65,14,77,2,1.0,0.14285714285714285,0.8571428571428571,0.8441558441558441,0.8481012658227848,0.15189873417721522
"((af >= 0.001) U[1,2] (s8_edrk <= 0.003))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,2,11,1,66,13,76,3,0.9848484848484849,0.15384615384615385,0.8461538461538461,0.8552631578947368,0.8481012658227848,0.15189873417721522
"((direct >= 0.044) U[1,2] (LOS <= 5.524))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,2,7,5,70,9,72,7,0.9285714285714286,0.2222222222222222,0.7777777777777778,0.9027777777777778,0.8481012658227848,0.15189873417721522
"((edrk <= 28.307) U[0,0] (n_edrk <= 0.894))
",-0.218,9.047,10.792,0.000,1.000,57,10,4,8,65,14,61,18,0.8769230769230769,0.7142857142857143,0.2857142857142857,0.9344262295081968,0.8481012658227848,0.15189873417721522
"F[0,0](n_edrk <= 0.956 & y = 0.184)
",1.155,-0.184,-0.545,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((MET >= 0.015) U[0,0] (death = 0.051))
",-0.408,-0.015,0.128,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((MET >= 0.022) U[0,1] (death = 0.051))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"F[0,1](SODIUM > 137.000 & y = 0.151)
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((MET >= 0.017) U[0,0] (death = 0.051))
",-0.408,-0.017,0.126,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((MAGNESIUM > 2.000) U[0,1] (y = 0.915))
",0.000,-9999999.000,-9999999.000,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((af >= 0.005) U[1,1] (MET >= 0.017))
",-0.408,-0.005,0.136,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
"((ALT_GPT >= 22.000) U[0,0] (y = 0.787))
",0.000,0.000,0.000,0.000,1.000,65,0,14,0,65,14,79,0,1.0,0.0,1.0,0.8227848101265823,0.8227848101265823,0.17721518987341767
