Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR
"F[0,1](LOS >= 0.314 & s2_edrk >= -0.000)
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,14,0,0,27,14,27,14,1.0,1.0,0.0,1.0,1.0,0.0
"F[0,1](AF <= 0.191 -> n_edrk <= 0.830)
",0.000,-9999999.000,-9999999.000,0.000,1.000,26,14,0,1,27,14,26,15,0.9629629629629629,1.0,0.0,1.0,0.975609756097561,0.024390243902439046
"((ICU_Pt_Days <= 1.113) U[0,0] (n_evts >= 0.316))
",2.449,1.113,0.746,0.000,1.000,27,13,1,0,27,14,28,13,1.0,0.9285714285714286,0.07142857142857142,0.9642857142857143,0.975609756097561,0.024390243902439046
"((LOS >= 0.409) U[1,1] (srr <= 0.135))
",-1.884,0.095,6.877,0.000,1.000,27,12,2,0,27,14,29,12,1.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.9512195121951219,0.04878048780487809
"((srr <= 0.137) U[0,1] (y >= 0.046))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"F[0,1](n_evts <= 0.366 -> TROPONIN_I <= 0.157)
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,14,0,3,27,14,24,17,0.8888888888888888,1.0,0.0,1.0,0.926829268292683,0.07317073170731703
"F[0,1](tte >= -3.830 & y >= 0.197)
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"F[0,0](dfa <= 0.703 & tte <= -0.081)
",-1.208,-0.086,0.125,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((Resp <= 20.220) U[0,1] (y >= 0.202))
",0.000,-9999999.000,-9999999.000,0.000,1.000,27,11,3,0,27,14,30,11,1.0,0.7857142857142857,0.21428571428571427,0.9,0.926829268292683,0.07317073170731703
"((af <= 0.450) U[0,1] (n_edrk <= 0.899))
",0.000,-9999999.000,-9999999.000,0.000,1.000,24,13,1,3,27,14,25,16,0.8888888888888888,0.9285714285714286,0.07142857142857142,0.96,0.9024390243902439,0.09756097560975607
