,Rule,Percent Count
0,"G[0,1]((Resp < 0.000 & n_evts = 5.000))",0.5
1,"G[1,1]((Pulse < 400.000 & n_evts = 5.000))",1.0
2,"F[0,1]((LOS = 122.000 -> direct < 1.000))",1.0
