,Epsilon,Total Client Rules,Found Rules,Non Rules,Precision,Coverage,Queries
0,0.01,0.0,0.5773502691896258,0.0,0.0,0.0021704897337955858,7.0
1,0.1,0.0,2.0,0.0,0.5773502691896258,0.007518796992481203,7.234178138070235
2,1.0,0.0,1.5275252316519468,0.0,0.5773502691896258,0.0057425760588419045,5.033222956847167
3,10.0,0.0,1.5275252316519465,0.0,0.0,0.0057425760588419045,5.507570547286102
4,100.0,0.0,0.5773502691896258,0.0,0.0,0.0021704897337955853,6.557438524302
5,1000.0,0.0,1.5275252316519465,0.0,0.0,0.0057425760588419045,7.234178138070235
6,10000.0,0.0,4.58257569495584,0.0,0.0,0.01722772817652567,2.309401076758503
