,Epsilon,Total Client Rules,Found Rules,Non Rules,Precision,Coverage,Queries
0,0.01,266.0,3.3333333333333335,0.0,1.0,0.012531328320802004,3422.0
1,0.1,266.0,2.0,0.0,0.6666666666666666,0.007518796992481203,3414.6666666666665
2,1.0,266.0,1.6666666666666667,0.0,0.6666666666666666,0.006265664160401002,3421.3333333333335
3,10.0,266.0,2.3333333333333335,0.0,1.0,0.008771929824561403,3419.6666666666665
4,100.0,266.0,2.6666666666666665,0.0,1.0,0.010025062656641603,3419.0
5,1000.0,266.0,4.333333333333333,0.0,1.0,0.016290726817042606,3417.6666666666665
6,10000.0,266.0,227.0,0.0,1.0,0.8533834586466166,3342.3333333333335
