,Rule,Percent Count
0,"G[1,1]((LOS < 99.051 | LOS < 104.603))",0.32954545454545453
1,"F[1,1]((LOS = 101.424 & LOS < 101.828))",0.14583333333333334
2,"F[1,1]((LOS < 87.986 -> LOS < 104.082))",0.15053763440860216
3,"G[1,1]((LOS < 95.366 | LOS = 106.725))",0.32954545454545453
4,"G[1,1]((LOS = 91.555 | LOS < 100.191))",0.32954545454545453
5,"F[1,1]((LOS > 97.532 | LOS = 107.064))",0.12307692307692308
6,"F[1,1]((LOS > 100.408 & LOS < 93.963))",0.1919191919191919
7,"G[1,1]((LOS < 85.653 -> LOS < 101.775))",0.22916666666666666
8,"G[1,1]((LOS = 99.732 | LOS = 103.766))",0.32954545454545453
9,"G[1,1]((LOS = 103.302 -> LOS < 107.096))",0.22916666666666666
10,"G[1,1]((LOS > 99.864 & LOS < 100.743))",0.26595744680851063
11,"F[1,1]((LOS < 91.914 -> LOS = 108.936))",0.15053763440860216
12,"G[1,1]((LOS = 100.943 & LOS < 105.162))",0.26595744680851063
13,"F[1,1]((LOS > 100.507 | LOS > 107.941))",0.12307692307692308
