,Rule,Percent Count
0,"G[1,1]((LOS > 87.720 & LOS = 92.389))",0.26595744680851063
1,"F[1,1]((LOS < 81.396 -> LOS > 101.259))",0.15053763440860216
2,"F[1,1]((LOS < 110.400 -> LOS < 109.158))",0.15053763440860216
3,"G[1,1]((LOS > 58.178 -> LOS = 103.449))",0.6483516483516484
4,"F[1,1]((LOS < 93.630 & LOS > 104.494))",0.1919191919191919
5,"F[1,1]((LOS > 99.873 | LOS < 104.624))",0.12307692307692308
6,"G[1,1]((LOS = 86.360 | LOS = 108.339))",0.32954545454545453
7,"G[1,1]((LOS > 78.064 -> LOS < 111.447))",0.6483516483516484
8,"F[1,1]((LOS > 107.119 -> LOS = 109.067))",0.15053763440860216
9,"G[1,1]((LOS < 79.176 & LOS > 98.220))",0.26595744680851063
10,"G[1,1]((LOS = 76.510 | LOS > 106.241))",0.3333333333333333
11,"G[1,1]((LOS = 95.090 -> LOS < 108.127))",0.22916666666666666
12,"G[1,1]((LOS = 87.566 -> LOS = 98.047))",0.22916666666666666
13,"F[1,1]((LOS = 95.145 & LOS < 101.902))",0.14583333333333334
14,"G[1,1]((LOS = 93.950 | LOS < 105.331))",0.32954545454545453
15,"F[1,1]((LOS > 94.615 & LOS < 103.620))",0.1919191919191919
16,"G[1,1]((LOS < 98.578 -> LOS < 105.013))",0.22916666666666666
17,"G[1,1]((LOS > 90.171 | LOS < 105.986))",0.3333333333333333
18,"G[1,1]((LOS > 97.047 & LOS > 96.404))",0.18947368421052632
19,"F[1,1]((LOS < 100.327 & LOS = 102.719))",0.14583333333333334
20,"G[1,1]((LOS < 102.315 | LOS < 111.228))",0.32954545454545453
21,"F[1,1]((LOS < 90.818 & LOS < 109.782))",0.14583333333333334
22,"F[1,1]((LOS = 92.222 & LOS = 103.529))",0.14583333333333334
23,"G[1,1]((LOS > 92.980 | LOS > 97.876))",0.3333333333333333
24,"G[1,1]((LOS = 101.031 & LOS = 103.552))",0.26595744680851063
25,"G[1,1]((LOS < 101.909 & LOS = 104.396))",0.26595744680851063
26,"F[1,1]((LOS > 105.278 -> LOS > 100.057))",0.07692307692307693
27,"F[1,1]((LOS > 91.091 & LOS > 99.852))",0.1919191919191919
28,"F[1,1]((LOS > 90.418 | LOS > 105.146))",0.12307692307692308
29,"G[1,1]((LOS > 76.478 | LOS = 105.542))",0.3333333333333333
30,"G[1,1]((LOS < 94.563 | LOS = 103.105))",0.32954545454545453
31,"G[1,1]((LOS = 95.931 & LOS > 102.279))",0.26595744680851063
32,"F[1,1]((LOS = 96.319 & LOS > 97.114))",0.1919191919191919
33,"G[1,1]((LOS < 91.272 | LOS > 100.645))",0.3333333333333333
34,"F[1,1]((LOS > 105.386 -> LOS < 102.536))",0.15053763440860216
35,"F[1,1]((LOS < 99.318 -> LOS = 92.630))",0.15053763440860216
36,"F[1,1]((LOS > 91.504 & LOS = 109.690))",0.1919191919191919
37,"G[1,1]((LOS < 76.076 -> LOS = 91.819))",0.22916666666666666
