,Rule,Percent Count
0,"G[1,1]((LOS > 91.243 & LOS = 102.283))",0.26595744680851063
1,"G[1,1]((LOS < 80.195 | LOS < 101.793))",0.32954545454545453
2,"G[1,1]((LOS = 95.139 | LOS < 103.245))",0.32954545454545453
3,"F[1,1]((LOS > 94.497 & LOS < 94.857))",0.1919191919191919
4,"G[1,1]((LOS = 100.424 -> LOS < 102.405))",0.22916666666666666
5,"F[1,1]((LOS > 88.499 -> LOS = 106.380))",0.15053763440860216
6,"G[1,1]((LOS > 102.669 & LOS < 101.856))",0.26595744680851063
7,"F[1,1]((LOS < 100.587 -> LOS = 102.665))",0.15053763440860216
8,"F[1,1]((LOS > 98.443 & LOS = 107.215))",0.1919191919191919
9,"F[1,1]((LOS > 99.264 | LOS > 102.649))",0.12307692307692308
