Client,Num Queries
1,1658
2,1803
3,1628
4,1566
5,1823
6,1275
7,1697
9,1736
10,1223
11,1536
12,1769
13,1566
14,1378
15,1739
16,1365
17,1700
18,1713
19,1739
20,1610
21,1943
22,1781
23,1943
24,1255
25,1823
26,1823
27,1742
28,1644
29,903
30,1764
31,1817
32,1823
33,1688
34,1736
35,1179
36,1672
37,1895
38,1865
39,1557
40,1817
41,1710
42,1889
43,1811
44,1658
45,1725
46,1563
47,1691
48,1635
49,1691
50,1823
51,1450
52,1549
53,1761
54,1658
55,1605
56,1190
57,1642
58,1624
59,1719
60,1464
61,1148
62,1736
63,1733
64,1413
65,1567
66,1499
67,1630
68,1720
69,1658
70,1901
71,1772
72,1764
73,784
74,1418
75,1232
76,1584
77,1683
78,1658
79,1865
80,1823
82,1568
83,1533
84,1713
85,1685
86,1548
87,1421
88,1629
89,1719
90,1700
91,1407
92,1893
93,1823
94,1781
95,1720
96,1488
97,1707
98,1820
99,1862
100,1781
101,1901
102,1599
103,1568
104,1820
105,1865
106,1739
107,1354
108,1823
109,1700
110,1538
111,1652
112,1769
113,1584
114,1781
115,1865
116,1200
117,1610
118,1769
119,1647
120,1683
121,1775
122,1823
123,1742
124,1227
125,1761
126,436
127,1481
128,1422
129,1683
130,1395
131,1162
132,1541
133,1481
134,1216
135,1691
136,1119
137,1773
138,1823
139,1823
140,1943
141,1697
142,1803
143,1610
144,1820
145,1865
146,1691
147,1773
148,1820
149,1218
150,1700
151,1557
152,1823
153,1600
154,1811
155,1377
156,1700
157,1767
158,1865
159,1691
160,1775
161,1548
162,1736
163,1817
164,1739
165,1333
166,1862
167,1742
168,1742
169,1552
170,1658
171,1539
172,1657
173,1518
174,1739
175,1772
176,1501
177,1616
178,1694
179,1767
180,1507
181,1658
182,1739
183,1739
184,1658
185,1191
186,1884
187,1649
188,1134
189,1859
190,1739
191,1712
192,1775
193,1509
194,1733
195,1865
196,1689
197,1582
198,1497
199,1685
200,1781
201,1736
202,1691
203,1943
204,1694
205,1784
206,918
207,1587
208,1817
209,1610
210,1824
211,1600
212,1518
213,1752
214,1769
215,1541
216,1709
217,1725
218,1853
219,1545
220,1504
221,1865
222,1842
223,1733
224,1688
225,1739
226,1299
227,1647
228,1460
229,1335
231,1114
232,1781
233,1465
234,1739
235,1364
236,1610
237,1739
238,1694
239,1781
240,1943
241,1610
242,1794
243,1736
244,1658
245,652
246,1781
247,1778
248,1943
249,1652
250,1784
251,1736
253,1218
254,1727
255,1317
256,1678
257,1733
258,1551
259,1446
260,1680
261,1468
262,1610
263,1174
264,1884
265,1569
266,1862
267,1697
268,1739
269,1153
270,1636
271,1689
272,1472
273,1823
274,1671
275,1691
276,1865
277,1865
278,1763
279,1691
280,1823
281,1361
282,1610
284,1820
285,1720
286,1782
287,1514
288,1859
289,1450
290,1558
291,1489
292,1806
293,1784
294,1610
295,1541
296,1649
297,1823
298,1694
299,1778
300,1688
301,1733
302,1730
303,1764
304,1562
305,680
306,1695
307,1778
308,1487
309,1377
310,1700
311,1280
312,1299
313,1503
314,1817
315,1557
316,1823
317,1551
318,1709
319,1512
320,1733
321,1781
322,1733
323,1691
324,1610
325,1688
326,1683
327,1884
328,1357
329,1695
330,1823
331,1733
332,1901
333,1691
334,1733
336,1695
338,1895
339,1823
340,1781
341,1311
343,1691
344,1231
345,1739
346,1647
347,1823
348,1111
349,1590
350,1739
351,1253
352,1691
353,1610
354,1865
355,1901
356,1685
357,1817
358,1429
359,1755
360,1739
361,1739
362,1647
363,1535
364,1162
365,1842
367,1820
368,1351
369,1694
370,1679
371,1784
372,1691
373,792
374,1658
375,1775
376,1501
377,1658
378,1400
379,1859
380,1658
381,1742
382,1722
383,1694
384,1736
385,1737
386,1733
387,1895
388,1730
389,1637
390,1769
391,1820
392,1739
393,1346
394,1264
395,1739
396,1697
397,1659
398,1742
399,1720
400,1769
401,1865
402,1814
403,1318
404,1778
405,1610
406,1865
407,1403
408,1742
409,1700
410,1691
411,1470
412,1769
413,1739
414,1459
415,1520
416,1545
417,1862
418,1775
419,1386
420,1557
421,1739
422,1652
423,1733
424,1823
425,1191
426,1601
427,741
428,1551
429,1794
430,1691
431,1778
432,1862
433,1943
434,1901
435,1823
436,1884
437,1539
438,1638
439,1733
440,1773
441,1516
442,1865
443,1409
444,1781
445,1865
446,1376
447,1772
448,1332
449,1439
450,1742
451,1636
452,1823
453,1538
454,1695
455,1658
456,1381
457,1662
458,1694
459,1901
460,1557
461,1691
462,1736
463,1600
464,1820
465,1601
466,1571
467,1742
468,1742
469,1658
470,1691
471,1803
472,1441
473,1524
474,1719
475,1739
476,1817
477,1533
478,1884
479,1652
480,1731
481,1594
482,1760
483,1823
484,1742
485,1853
486,1721
487,1689
488,1504
489,1372
490,1781
491,1629
492,1556
493,1817
494,1784
495,1659
496,1418
497,1658
498,1362
499,1393
500,1943
501,1700
502,1610
503,1781
504,1601
505,1803
506,1943
507,1658
508,1658
509,1778
510,1635
511,1742
512,1727
513,1605
514,1919
515,1841
516,1739
517,1610
518,851
519,1317
520,1653
521,1943
522,1396
523,1600
524,1515
525,1562
526,1481
527,1733
528,1614
529,1820
530,1736
532,1823
533,1626
534,1781
535,1849
536,1730
537,1384
538,949
539,1460
540,1288
541,1739
542,1658
543,1610
544,1308
545,1610
546,1784
547,1733
548,1678
549,1730
550,1737
551,1142
552,1504
553,1458
